Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0283516529426537,-3.13472928899217E-06,0.00833413672250298,0,0,0,0.411618821021088,0.00149001744857891,6.69726144960896E-08,9.00572683008283E-06,0.0010631031887322,1.77926936295964E-08,0.00248955345927809,0,0,0,0,0,0,package://deneme/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/base_link.STL,,sabiteksen-1,Koordinat Sistemi11,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_1,-0.000356503517524059,0.000664993175980667,0.0321124947805349,0,0,0,0.0770611517678769,7.31556605560956E-05,2.16490131798925E-07,3.64236356424029E-07,9.76213364699092E-05,2.78454870972715E-06,0.000127532537279346,0,0,0,0,0,0,package://deneme/meshes/link_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_1.STL,,1.eksen_1_son-1,Koordinat Sistemi3,Eksen9,joint_1,revolute,-0.00330000000000025,0,0.0296499999999999,0,0,-1.5707963267949,base_link,0,0,1,0,0,0,0,,,,,,,,
link_2,-0.185712831459787,0.0341062287654583,0.0415709410869924,0,0,0,0.133412478322977,0.000210283128741102,0.000267898808044728,8.24547542174741E-07,0.00147470172857633,-1.49191228019289E-07,0.00143759997979806,0,0,0,0,0,0,package://deneme/meshes/link_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_2.STL,,2.eksenson-1,Koordinat Sistemi14,Eksen10,joint_2,revolute,-0.0414187068453685,0.033549805342465,0.0353500000000006,0.00601803130954099,1.5707963267949,0,link_1,0,0,1,0,0,0,0,,,,,,,,
link_3,-0.00927048357489174,0.224396086421288,0.0798076273479603,0,0,0,0.321239553591392,0.000653318723180021,1.86012255814898E-05,-6.36880707796283E-05,0.000432403266409972,-6.89676089884139E-06,0.000729719045023718,0,0,0,0,0,0,package://deneme/meshes/link_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_3.STL,,3.eksen-1;3.eksenkenardevam-1;3.eksenkenardevam-2;3.eksendevam4.eksenmot-1,Koordinat Sistemi13,Eksen3,joint_3,revolute,-0.371503071185761,0.0814778373537312,0.00860000000000685,0,0,0,link_2,0,0,-1,0,0,0,0,,,,,,,,
link_4,0.0153994713090658,0.0687193463797059,0.0243117929270948,0,0,0,0.499523863702407,0.00173055801721154,-0.000361419005495416,-6.11717117688946E-06,0.00101306670353097,-2.01580605449022E-05,0.00248653323750693,0,0,0,0,0,0,package://deneme/meshes/link_4.STL,0.956862745098039,0.956862745098039,0.96078431372549,1,0,0,0,0,0,0,package://deneme/meshes/link_4.STL,,4.Eksen v1-1,Koordinat Sistemi6,Eksen4,joint_4,revolute,-0.0279961959402176,0.270555378828206,0.00800000000001458,0,0,0,link_3,0,0,-1,0,0,0,0,,,,,,,,
link_5,0.00348805214384733,0.0631847969677701,-0.0362452257334619,0,0,0,0.403763446487952,0.00111272731474711,-3.44604690973373E-05,3.20129398499904E-06,0.000490209836558671,5.80828573622672E-05,0.0010797067423783,0,0,0,0,0,0,package://deneme/meshes/link_5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_5.STL,,5.eksen-1,Koordinat Sistemi7,Eksen5,koint_5,revolute,-0.0551018038948891,0.108631446678808,0.0250000000000003,-1.57079632679488,-1.56457830664452,1.8251090631911,link_4,0,0,-1,0,0,0,0,,,,,,,,
link_6,-0.00132774301112165,0.000889600621098885,0.0704049647825484,0,0,0,0.559735468471101,0.000945557905226613,3.24926973843139E-05,-2.09155403595635E-06,0.000970019451241293,1.4404192920651E-06,0.000707313841265861,0,0,0,0,0,0,package://deneme/meshes/link_6.STL,0.956862745098039,0.956862745098039,0.96078431372549,1,0,0,0,0,0,0,package://deneme/meshes/link_6.STL,,6.Eksen v1-1;Grippersabit-1,Koordinat Sistemi8,Eksen6,joint_6,revolute,0.00949310528755105,0.17173782621193,-0.0277500000000037,-1.5707963267949,0.209223763052682,-0.0552205323847502,link_5,-1.54034759807173E-05,-7.25446098992222E-05,-0.999999997250006,0,0,0,0,,,,,,,,
link_left,0.0314626069369911,0.0531233814981685,-0.0199960979518445,0,0,0,0.0446629627771707,4.47578123128779E-05,-1.60001664005595E-05,-1.12971039752555E-09,1.28447195858457E-05,-2.65906686148158E-09,4.98882502847697E-05,0,0,0,0,0,0,package://deneme/meshes/link_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_left.STL,,gripperparmak2_1-4,Koordinat Sistemi10,Eksen7,joint_left,revolute,-0.0466606487030675,0.00847253578389656,0.155100000968576,1.57072738782729,-0.152352011766928,-0.614963569401514,link_6,0,0,-1,0,0,0,0,,,,,,,,
link_right,-0.0146336182821504,0.0599807688252963,-0.0200000004555555,0,0,0,0.0446629877025381,5.09657805520496E-05,4.39912658034021E-06,7.1975394292875E-13,6.63677993423499E-06,7.10563387693904E-13,4.98882792100199E-05,0,0,0,0,0,0,package://deneme/meshes/link_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://deneme/meshes/link_right.STL,,gripperparmak2_1-6,Koordinat Sistemi9,Eksen8,joint_right,revolute,0.0235831562571663,-0.0411440729747394,0.155100000968564,1.5707963267949,-0.0596997318341724,-0.614974030810858,link_6,0,-6.80191053468171E-05,-0.99999999767844,0,0,0,0,,,,,,,,
